Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1982-11-09 00:00:00-05:00,0.0,0.2579779898542855,0.2540091574192047,0.2540091574192047,3517649,0.0,0.0
1982-11-10 00:00:00-05:00,0.0,0.30560492597675815,0.30163583159446716,0.30163583159446716,4596873,0.0,0.0
1982-11-11 00:00:00-05:00,0.0,0.3095737431037543,0.30163583159446716,0.30163583159446716,2330992,0.0,0.0
1982-11-12 00:00:00-05:00,0.0,0.305604571185701,0.29766666889190674,0.29766666889190674,1106896,0.0,0.0
1982-11-15 00:00:00-05:00,0.0,0.29766694828266554,0.29369813203811646,0.29369813203811646,579492,0.0,0.0
1982-11-16 00:00:00-05:00,0.0,0.289729316797246,0.2857602536678314,0.2857602536678314,1077595,0.0,0.0
1982-11-17 00:00:00-05:00,0.0,0.29369811416798053,0.2897292673587799,0.2897292673587799,317419,0.0,0.0
1982-11-18 00:00:00-05:00,0.0,0.30560492597675815,0.30163583159446716,0.30163583159446716,1035273,0.0,0.0
1982-11-19 00:00:00-05:00,0.0,0.3135426172200857,0.30957379937171936,0.30957379937171936,921328,0.0,0.0
1982-11-22 00:00:00-05:00,0.0,0.3095737431037543,0.30163583159446716,0.30163583159446716,795988,0.0,0.0
1982-11-23 00:00:00-05:00,0.0,0.30163548141131735,0.29766666889190674,0.29766666889190674,776455,0.0,0.0
1982-11-24 00:00:00-05:00,0.0,0.30560492597675815,0.30163583159446716,0.30163583159446716,273468,0.0,0.0
1982-11-26 00:00:00-05:00,0.0,0.30560492597675815,0.30163583159446716,0.30163583159446716,275096,0.0,0.0
1982-11-29 00:00:00-05:00,0.0,0.30560492597675815,0.30163583159446716,0.30163583159446716,628326,0.0,0.0
1982-11-30 00:00:00-05:00,0.0,0.3095737519325667,0.30560493469238287,0.3056049346923828,434619,0.0,0.0
1982-12-01 00:00:00-05:00,0.0,0.3135426172200857,0.30957379937171936,0.30957379937171936,429736,0.0,0.0
1982-12-02 00:00:00-05:00,0.0,0.3095737519325667,0.30560493469238287,0.3056049346923828,597398,0.0,0.0
