Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1983-11-16 00:00:00-05:00,46.875,46.875,46.875,46.875,1108,0.0,0.0
1983-11-17 00:00:00-05:00,42.1875,42.1875,42.1875,42.1875,1060,0.0,0.0
1983-11-18 00:00:00-05:00,40.625,40.625,40.625,40.625,160,0.0,0.0
1983-11-21 00:00:00-05:00,32.8125,32.8125,32.8125,32.8125,360,0.0,0.0
1983-11-22 00:00:00-05:00,31.25,31.25,31.25,31.25,252,0.0,0.0
1983-11-23 00:00:00-05:00,34.375,34.375,34.375,34.375,52,0.0,0.0
1983-11-25 00:00:00-05:00,32.8125,32.8125,32.8125,32.8125,392,0.0,0.0
1983-11-28 00:00:00-05:00,25.0,25.0,25.0,25.0,320,0.0,0.0
1983-11-29 00:00:00-05:00,25.0,25.0,25.0,25.0,8,0.0,0.0
1983-11-30 00:00:00-05:00,25.0,25.0,25.0,25.0,0,0.0,0.0
1983-12-01 00:00:00-05:00,26.5625,26.5625,26.5625,26.5625,240,0.0,0.0
1983-12-02 00:00:00-05:00,26.5625,26.5625,26.5625,26.5625,280,0.0,0.0
1983-12-05 00:00:00-05:00,26.5625,26.5625,26.5625,26.5625,84,0.0,0.0
1983-12-06 00:00:00-05:00,25.0,25.0,25.0,25.0,496,0.0,0.0
1983-12-07 00:00:00-05:00,21.875,21.875,21.875,21.875,80,0.0,0.0
1983-12-08 00:00:00-05:00,21.875,21.875,21.875,21.875,808,0.0,0.0
1983-12-09 00:00:00-05:00,21.875,21.875,21.875,21.875,80,0.0,0.0
1983-12-12 00:00:00-05:00,21.875,21.875,21.875,21.875,180,0.0,0.0
1983-12-13 00:00:00-05:00,18.75,18.75,18.75,18.75,124,0.0,0.0
1983-12-14 00:00:00-05:00,18.75,18.75,18.75,18.75,0,0.0,0.0
1983-12-15 00:00:00-05:00,18.75,18.75,18.75,18.75,12,0.0,0.0
1983-12-16 00:00:00-05:00,18.75,18.75,18.75,18.75,408,0.0,0.0
1983-12-19 00:00:00-05:00,18.75,18.75,18.75,18.75,40,0.0,0.0
1983-12-20 00:00:00-05:00,18.75,18.75,18.75,18.75,0,0.0,0.0
1983-12-21 00:00:00-05:00,18.75,18.75,18.75,18.75,20,0.0,0.0
1983-12-22 00:00:00-05:00,18.75,18.75,18.75,18.75,0,0.0,0.0
1983-12-23 00:00:00-05:00,17.1875,17.1875,17.1875,17.1875,900,0.0,0.0
1983-12-27 00:00:00-05:00,17.1875,17.1875,17.1875,17.1875,0,0.0,0.0
1983-12-28 00:00:00-05:00,17.1875,17.1875,17.1875,17.1875,40,0.0,0.0
1983-12-29 00:00:00-05:00,18.75,18.75,18.75,18.75,0,0.0,0.0
1983-12-30 00:00:00-05:00,17.1875,17.1875,17.1875,17.1875,80,0.0,0.0
1984-01-03 00:00:00-05:00,17.1875,17.1875,17.1875,17.1875,100,0.0,0.0
1984-01-04 00:00:00-05:00,18.75,18.75,18.75,18.75,260,0.0,0.0
1984-01-05 00:00:00-05:00,20.3125,20.3125,20.3125,20.3125,120,0.0,0.0
1984-01-06 00:00:00-05:00,20.3125,20.3125,20.3125,20.3125,0,0.0,0.0
1984-01-09 00:00:00-05:00,20.3125,20.3125,20.3125,20.3125,88,0.0,0.0
1984-01-10 00:00:00-05:00,20.3125,20.3125,20.3125,20.3125,0,0.0,0.0
1984-01-11 00:00:00-05:00,20.3125,20.3125,20.3125,20.3125,40,0.0,0.0
1984-01-12 00:00:00-05:00,20.3125,20.3125,20.3125,20.3125,132,0.0,0.0
