Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2007-04-10 00:00:00-04:00,43.05331858076703,43.162286686191855,43.01317312753572,43.150814056396484,35000,0.0,0.0,0.0
2007-04-11 00:00:00-04:00,43.10494021156893,43.17949480927013,43.03038123834112,43.03611755371094,87700,0.0,0.0,0.0
2007-04-12 00:00:00-04:00,43.04756573809837,43.059038363488916,42.99021573771932,43.03036117553711,78100,0.0,0.0,0.0
2007-04-13 00:00:00-04:00,43.0361138870034,43.05331845612041,42.92714578189406,42.9615592956543,18000,0.0,0.0,0.0
2007-04-16 00:00:00-04:00,43.007429478677196,43.007429478677196,42.97875666013076,43.0016975402832,52700,0.0,0.0,0.0
2007-04-17 00:00:00-04:00,43.10492098629728,43.110652923583984,43.07050748495379,43.110652923583984,25600,0.0,0.0,0.0
2007-04-18 00:00:00-04:00,43.156531733460085,43.20241348177432,43.156531733460085,43.190940856933594,30400,0.0,0.0,0.0
2007-04-19 00:00:00-04:00,43.21962213962554,43.21962213962554,43.15653582359558,43.17374038696289,59700,0.0,0.0,0.0
2007-04-20 00:00:00-04:00,43.185214283988984,43.19668253472982,43.133596216842996,43.16227340698242,32200,0.0,0.0,0.0
2007-04-23 00:00:00-04:00,43.173726568906886,43.25975373373457,43.13931745318516,43.219608306884766,43200,0.0,0.0,0.0
2007-04-24 00:00:00-04:00,43.23684169430805,43.29992803221165,43.09346444916827,43.28845977783203,77500,0.0,0.0,0.0
2007-04-25 00:00:00-04:00,43.2598256761365,43.32864839755759,43.236884768996134,43.25408935546875,264200,0.0,0.0,0.0
2007-04-26 00:00:00-04:00,43.23109166247721,43.23109166247721,43.15653709384956,43.16227340698242,68400,0.0,0.0,0.0
2007-04-27 00:00:00-04:00,43.17375494046099,43.17949125535867,43.13360948722967,43.150814056396484,44800,0.0,0.0,0.0
2007-04-30 00:00:00-04:00,43.254059246246406,43.29420471191406,43.236854671749924,43.29420471191406,35900,0.0,0.0,0.0
2007-05-01 00:00:00-04:00,43.2982033613512,43.30969093845724,43.20628521290869,43.26947784423828,54800,0.127,0.0,0.0
