Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2011-03-31 00:00:00-04:00,30.968199398331617,30.992603582120587,30.91329114846196,30.925493240356445,31600,0.0,0.0,0.0
2011-04-01 00:00:00-04:00,31.03529478210866,31.041396988770373,30.919378455945477,30.94988250732422,41600,0.0,0.0,0.0
2011-04-04 00:00:00-04:00,31.10850513670864,31.322035808833217,30.974284527196176,31.016990661621094,88000,0.0,0.0,0.0
2011-04-05 00:00:00-04:00,30.992591431539047,31.21222434491104,30.980389344428364,31.029197692871094,69600,0.0,0.0,0.0
2011-04-06 00:00:00-04:00,31.114611372875743,31.20002365917674,31.09020719755824,31.163419723510742,81400,0.0,0.0,0.0
2011-04-07 00:00:00-04:00,31.13291627643143,31.181724631668885,30.962091687721287,31.12071418762207,25000,0.0,0.0,0.0
2011-04-08 00:00:00-04:00,31.23052771466849,31.261034097470493,30.962088768106742,31.163419723510742,125300,0.0,0.0,0.0
2011-04-11 00:00:00-04:00,31.261037563143997,31.401358095810515,31.139019000339477,31.175622940063477,25000,0.0,0.0,0.0
2011-04-12 00:00:00-04:00,31.017003322133068,31.071911564136073,30.92548880969115,30.96819496154785,28200,0.0,0.0,0.0
2011-04-13 00:00:00-04:00,30.99870885413381,31.02311071302242,30.870588040239987,30.901094436645508,14200,0.0,0.0,0.0
2011-04-14 00:00:00-04:00,30.82788188207061,31.126827344780175,30.785175719870857,31.06581687927246,28700,0.0,0.0,0.0
2011-04-15 00:00:00-04:00,31.23053539755878,31.376958158174364,31.126821117910474,31.328149795532227,50400,0.0,0.0,0.0
2011-04-18 00:00:00-04:00,31.242748579142038,31.45017953938578,30.888897133615448,31.010915756225586,53600,0.0,0.0,0.0
2011-04-19 00:00:00-04:00,31.212228701589797,31.212228701589797,30.986495876809197,31.084110260009766,38600,0.0,0.0,0.0
2011-04-20 00:00:00-04:00,31.45014703221593,31.52335719918663,31.45014703221593,31.456249237060547,24500,0.0,0.0,0.0
2011-04-21 00:00:00-04:00,31.74912284974613,31.74912284974613,31.419673289707067,31.462379455566406,65300,0.0,0.0,0.0
2011-04-25 00:00:00-04:00,31.40136498103624,31.511181478908192,31.383060679850235,31.50507926940918,20800,0.0,0.0,0.0
2011-04-26 00:00:00-04:00,31.57218426566019,31.889431613887098,31.56608438450476,31.846725463867188,100100,0.0,0.0,0.0
2011-04-27 00:00:00-04:00,32.15177639522795,32.71305865298363,31.840628873258613,32.70695877075195,45200,0.0,0.0,0.0
2011-04-28 00:00:00-04:00,32.05415766222315,32.21278017925999,32.05415766222315,32.20668029785156,51800,0.0,0.0,0.0
2011-04-29 00:00:00-04:00,32.21277055993599,32.36529315001837,32.16396454131085,32.34088897705078,40000,0.0,0.0,0.0
2011-05-02 00:00:00-04:00,32.45072425241459,32.71916565615799,32.182285175982564,32.27989959716797,76000,0.0,0.0,0.0
2011-05-03 00:00:00-04:00,32.273780042381766,32.395796249008114,32.18226556010204,32.32258605957031,28000,0.0,0.0,0.0
2011-05-04 00:00:00-04:00,32.615434565902,32.615434565902,32.15176685264607,32.298187255859375,33000,0.0,0.0,0.0
2011-05-05 00:00:00-04:00,32.19447231295542,32.200572193246956,31.84672095358033,31.987041473388672,67900,0.0,0.0,0.0
2011-05-06 00:00:00-04:00,32.37139497918166,32.37139497918166,32.02364366403646,32.09075164794922,30100,0.0,0.0,0.0
2011-05-09 00:00:00-04:00,32.0663611284806,32.188377380371094,32.02365497485677,32.188377380371094,21000,0.0,0.0,0.0
2011-05-10 00:00:00-04:00,32.24328247832264,32.44461346345541,32.24328247832264,32.42631149291992,25500,0.0,0.0,0.0
2011-05-11 00:00:00-04:00,32.383603003885966,32.444611119470416,32.1822720332985,32.31039047241211,25900,0.0,0.0,0.0
2011-05-12 00:00:00-04:00,32.243282887544744,32.63984265445773,32.237183006392364,32.578834533691406,24000,0.0,0.0,0.0
2011-05-13 00:00:00-04:00,32.597151919346445,32.61545389876905,32.3287128027974,32.48123550415039,36400,0.0,0.0,0.0
2011-05-16 00:00:00-04:00,32.38361260025967,32.56663932856054,32.35920841586992,32.43851852416992,7400,0.0,0.0,0.0
2011-05-17 00:00:00-04:00,32.39580068733322,32.49341506239375,32.32259048786539,32.46901321411133,15000,0.0,0.0,0.0
2011-05-18 00:00:00-04:00,32.511732135206856,32.65815259168734,32.42631981437471,32.63985061645508,33100,0.0,0.0,0.0
2011-05-19 00:00:00-04:00,32.755765936575145,32.755765936575145,32.54223514146043,32.71916198730469,34000,0.0,0.0,0.0
2011-05-20 00:00:00-04:00,32.61544178638718,32.670350031575474,32.444617169050645,32.523929595947266,16400,0.0,0.0,0.0
2011-05-23 00:00:00-04:00,32.2371799305918,32.31039013398841,32.176171815646356,32.24938201904297,30100,0.0,0.0,0.0
2011-05-24 00:00:00-04:00,32.35919769662354,32.37749966519762,32.29208737543813,32.298187255859375,19600,0.0,0.0,0.0
2011-05-25 00:00:00-04:00,32.18227644676489,32.33479908395335,32.072459961804334,32.2676887512207,24200,0.0,0.0,0.0
2011-05-26 00:00:00-04:00,32.22499084472656,32.31040317103769,32.04806398176131,32.22499084472656,20800,0.0,0.0,0.0
2011-05-27 00:00:00-04:00,32.37139440406882,32.37139440406882,32.243273663415216,32.32258605957031,27600,0.0,0.0,0.0
2011-05-31 00:00:00-04:00,32.5056303667443,32.615446874251774,32.481228508540255,32.60324478149414,57900,0.0,0.0,0.0
2011-06-01 00:00:00-04:00,32.57883362054397,32.57883362054397,32.182273864746094,32.182273864746094,26600,0.0,0.0,0.0
2011-06-02 00:00:00-04:00,32.1944843345765,32.1944843345765,31.926045282616375,32.041961669921875,31300,0.0,0.0,0.0
2011-06-03 00:00:00-04:00,31.767422663574152,31.926047549371617,31.730816383625967,31.785724639892578,145500,0.0,0.0,0.0
2011-06-06 00:00:00-04:00,31.791819782376958,31.791819782376958,31.57218680613844,31.614892959594727,40800,0.0,0.0,0.0
2011-06-07 00:00:00-04:00,31.68810317590396,31.78571757341988,31.614892959594727,31.614892959594727,20200,0.0,0.0,0.0
2011-06-08 00:00:00-04:00,31.6636995774826,31.694203638654912,31.559982976723916,31.645395278930664,46100,0.0,0.0,0.0
2011-06-09 00:00:00-04:00,31.77351231711727,31.858924609263756,31.620989701909856,31.736906051635742,34300,0.0,0.0,0.0
2011-06-10 00:00:00-04:00,31.694198341541792,31.694198341541792,31.3708488306874,31.3830509185791,38800,0.0,0.0,0.0
2011-06-13 00:00:00-04:00,31.486784135819033,31.657608801925416,31.413573897103657,31.517288208007812,53500,0.0,0.0,0.0
2011-06-14 00:00:00-04:00,31.822317562695524,31.883325676356865,31.694199127620493,31.749107360839844,43100,0.0,0.0,0.0
2011-06-15 00:00:00-04:00,31.67590818038036,31.67590818038036,31.206140387138007,31.303754806518555,66700,0.0,0.0,0.0
2011-06-16 00:00:00-04:00,31.322041349157004,31.535572059051443,31.29153729450211,31.49896812438965,31000,0.0,0.0,0.0
