Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-06-22 00:00:00-04:00,18.824398053232336,19.624886448565945,17.68822002272062,18.10654067993164,113095700,0.0,0.0
2007-06-25 00:00:00-04:00,18.457720058772566,18.473212757271803,16.4745728926066,16.75345230102539,35668600,0.0,0.0
2007-06-26 00:00:00-04:00,16.670820098900332,16.77927489086751,15.658589821115772,15.880661010742188,29614000,0.0,0.0
2007-06-27 00:00:00-04:00,15.699906035642647,15.880661732039574,15.044021558592881,15.45201301574707,18087600,0.0,0.0
2007-06-28 00:00:00-04:00,15.291913567019616,15.99944159206015,15.255762629467947,15.333229064941406,8660300,0.0,0.0
2007-06-29 00:00:00-04:00,15.493322650790994,15.596611862478504,14.84776754034137,15.116318702697754,7559700,0.0,0.0
2007-07-02 00:00:00-04:00,15.116318702697756,15.359047069612801,15.018194050098513,15.116318702697754,3175900,0.0,0.0
2007-07-03 00:00:00-04:00,15.235098453398217,15.431346745821534,15.193782971570213,15.348715782165527,2763700,0.0,0.0
2007-07-05 00:00:00-04:00,15.983944649742016,15.994272782699344,15.596611590233296,15.818681716918945,6950900,0.0,0.0
2007-07-06 00:00:00-04:00,15.958121565949114,16.37127741297133,15.906476961941475,16.267988204956055,7652900,0.0,0.0
2007-07-09 00:00:00-04:00,16.474572270305167,16.52105233412581,16.211185570334635,16.257665634155273,4301400,0.0,0.0
2007-07-10 00:00:00-04:00,16.154377123834514,16.185363504230462,15.41069709905685,15.45717716217041,6388700,0.0,0.0
2007-07-11 00:00:00-04:00,15.462342995373776,15.534644883926672,14.956226820385433,15.069845199584961,5982800,0.0,0.0
2007-07-12 00:00:00-04:00,15.235105959574382,15.643097405547936,15.13698127249833,15.493328094482422,5144200,0.0,0.0
2007-07-13 00:00:00-04:00,15.431349053742514,15.493322778272736,15.121483386208206,15.41585636138916,3318400,0.0,0.0
2007-07-16 00:00:00-04:00,15.415860060784983,15.482997375518202,15.147308831773769,15.333229064941406,3109000,0.0,0.0
2007-07-17 00:00:00-04:00,15.333229714579012,15.415860713923497,15.033692095695452,15.085335731506348,2666800,0.0,0.0
2007-07-18 00:00:00-04:00,14.976881792537014,15.028526409519108,14.460437592794358,14.667015075683594,5156100,0.0,0.0
2007-07-19 00:00:00-04:00,14.667016064168694,14.718660684631383,13.943994332808678,14.114420890808105,9902100,0.0,0.0
2007-07-20 00:00:00-04:00,13.943990727419381,14.000799893743553,13.236461875610964,13.401724815368652,9614600,0.0,0.0
2007-07-23 00:00:00-04:00,13.339755746566,13.89235096995024,13.174493734156428,13.618636131286621,6372700,0.0,0.0
2007-07-24 00:00:00-04:00,13.381069771704052,13.659950125621814,13.220972337995253,13.277780532836914,5614800,0.0,0.0
2007-07-25 00:00:00-04:00,13.303607749603005,13.453376112114816,13.040220989627569,13.1744966506958,4737600,0.0,0.0
2007-07-26 00:00:00-04:00,13.004062361809492,13.401724548069373,12.01765422734699,13.272613525390625,11174800,0.0,0.0
2007-07-27 00:00:00-04:00,12.735517059941476,12.83364175815159,12.229401854503006,12.549596786499023,9253500,0.0,0.0
2007-07-30 00:00:00-04:00,12.611569808392664,12.84913371287665,12.16226283529386,12.642556190490723,5226600,0.0,0.0
2007-07-31 00:00:00-04:00,12.895614020169115,13.019560535923064,12.296538701505359,12.39982795715332,5088700,0.0,0.0
2007-08-01 00:00:00-04:00,12.570252707174332,12.652883705632469,12.188084093045648,12.55475902557373,6489200,0.0,0.0
2007-08-02 00:00:00-04:00,13.04021602812906,13.210642574441659,12.616731942445588,13.081531524658203,8273800,0.0,0.0
2007-08-03 00:00:00-04:00,13.11251732717627,13.153832821898026,12.497949466320028,12.596073150634766,5322900,0.0,0.0
2007-08-06 00:00:00-04:00,12.7458414386789,12.7458414386789,11.754268657800049,12.668375015258789,7314800,0.0,0.0
2007-08-07 00:00:00-04:00,12.652881463795879,13.41721855662806,12.399823952724644,12.859458923339844,5855100,0.0,0.0
2007-08-08 00:00:00-04:00,13.241628534827619,13.37590414059122,12.911104572972048,13.050544738769531,4775000,0.0,0.0
2007-08-09 00:00:00-04:00,12.90594388427452,13.112521422400361,12.652886276940439,12.869792938232422,4345000,0.0,0.0
2007-08-10 00:00:00-04:00,12.65288670190986,13.319100392910983,12.3843354008068,13.055713653564453,4781400,0.0,0.0
2007-08-13 00:00:00-04:00,14.078269671459271,14.078269671459271,13.246794155192445,13.277780532836914,10928800,0.0,0.0
2007-08-14 00:00:00-04:00,13.427551880349231,13.427551880349231,12.539268033647982,12.68903636932373,5373500,0.0,0.0
2007-08-15 00:00:00-04:00,12.601239732549876,12.751009040597067,12.188084719039095,12.234564781188965,4758100,0.0,0.0
2007-08-16 00:00:00-04:00,11.93502620407891,12.343016624450684,11.382431047921136,12.343016624450684,7714200,0.0,0.0
2007-08-17 00:00:00-04:00,12.761337391259591,13.107355090269925,12.343017809931633,12.435977935791016,7715300,0.0,0.0
2007-08-20 00:00:00-04:00,12.446307768929344,12.776831804174426,11.904040665436142,12.079631805419922,5682700,0.0,0.0
2007-08-21 00:00:00-04:00,12.136432236674136,12.270707775369631,11.935019421150198,12.141596794128418,2324900,0.0,0.0
2007-08-22 00:00:00-04:00,12.343017767630943,12.911106657571963,12.343017767630943,12.880120277404785,3957200,0.0,0.0
2007-08-23 00:00:00-04:00,13.029886498634006,13.251957654895381,12.838802702575919,13.050544738769531,3318700,0.0,0.0
2007-08-24 00:00:00-04:00,12.94209049383235,12.973077852947895,12.580580169502628,12.611566543579102,3022100,0.0,0.0
2007-08-27 00:00:00-04:00,12.611567177194045,12.678704488572615,12.213904913917325,12.29137134552002,3043900,0.0,0.0
2007-08-28 00:00:00-04:00,12.162259945651352,12.19324730542642,11.831735988363357,11.898874282836914,3580800,0.0,0.0
2007-08-29 00:00:00-04:00,12.074465950516926,12.105453314280496,11.811080253801121,11.867888450622559,3489700,0.0,0.0
2007-08-30 00:00:00-04:00,11.74394416809082,11.945357145387236,11.645819467724106,11.74394416809082,3920200,0.0,0.0
2007-08-31 00:00:00-04:00,11.940191839529088,12.01765828226677,11.774928847305633,11.945355415344238,3050000,0.0,0.0
2007-09-04 00:00:00-04:00,11.924701812319745,12.033154668389384,11.893715422734072,11.935030937194824,3441600,0.0,0.0
2007-09-05 00:00:00-04:00,11.878217609566248,11.878217609566248,11.335951547493043,11.351444244384766,8045500,0.0,0.0
2007-09-06 00:00:00-04:00,11.366938160875954,11.563186544188133,11.346279917875071,11.444404602050781,4475400,0.0,0.0
2007-09-07 00:00:00-04:00,11.201672001732868,11.304960223304489,11.000258147346285,11.124205589294434,5580800,0.0,0.0
2007-09-10 00:00:00-04:00,11.232661651071824,11.36177270453242,11.010590481513333,11.299798965454102,2727300,0.0,0.0
2007-09-11 00:00:00-04:00,11.537361543126949,11.878214578310121,11.465059682645357,11.821405410766602,5993300,0.0,0.0
2007-09-12 00:00:00-04:00,11.769763761097638,12.136438669352918,11.681968207917775,12.012492179870605,3485100,0.0,0.0
2007-09-13 00:00:00-04:00,12.131272729037466,12.260383764023015,12.038312626241627,12.089957237243652,2364200,0.0,0.0
2007-09-14 00:00:00-04:00,12.069299146698388,12.394658498876762,11.774925179917341,12.35334300994873,2549300,0.0,0.0
2007-09-17 00:00:00-04:00,12.239730047303286,12.575418638254789,12.162262615896601,12.213907241821289,2530200,0.0,0.0
